,Date,MainFailure,AssemblyFailure,FailureDescr,TimeLost
774,2022-04-01 15:16:56,Ogolne_Linia,dokładanie komponentów,śrub,1
775,2022-04-01 16:23:05,Awaria,stacja 20 - praska,zawieszenie korpusa na trzpieniu i restart monitora na st.20,2
776,2022-04-01 17:02:14,Ogolne_Linia,dokładanie komponentów,"śrub, płyt",2
777,2022-04-01 19:13:51,Ogolne_Linia,dokładanie komponentów,wymiana coverfilma,3
778,2022-04-01 19:48:44,Ogolne_Linia,dokładanie komponentów,śrub,1
779,2022-04-01 20:00:05,Oczekwianie,brakujący komponent,brak zamówionych etykiet na zapas! Oczekiwanie na etykiety z ekspresowej dostawy za poleceniem koordynatora.,34
780,2022-04-01 20:34:10,Przegląd_Serwis,wymiana papieru w drukarce,wymiana etykiet,7
781,2022-04-01 21:56:45,Ogolne_Linia,dokładanie komponentów,"śrub, płyt, oringów, drenów",5
782,2022-04-01 23:18:39,Jakość,duży odpad,Duzy odpad motorow na dren.,2
783,2022-04-02 01:00:45,,,,
784,2022-04-03 22:03:06,Ogolne_Linia,,"wloczenie linii,puscznie testerow",13
785,2022-04-03 22:13:48,Ogolne_Linia,,zablokowane paletki,7
786,2022-04-03 22:17:22,Szkolenie_Spotkanie,spotkanie z koordynatorem,spotkanie 1 osoby  z koordynatorem w zwiazku ze szkoleniem nowego operatora,13
787,2022-04-03 22:28:36,Ogolne_Linia,dokładanie komponentów,plyt,3
788,2022-04-03 22:30:53,Szkolenie_Spotkanie,szkolenie,szkolenie nowej osoby,"7,5 godz"
789,2022-04-03 22:54:10,Ogolne_Linia,zapełnianie linii,1 szt,3
790,2022-04-03 23:41:16,Awaria,stacja 20 - praska,zawieszenie korpusa przy prasowanii w stancji,5
791,2022-04-03 23:52:01,Oczekwianie,brakujący komponent,"przy pusczenii reworku ,zmieniamy gear set, oczekiwanie na niego",5
792,2022-04-04 00:12:48,Przegląd_Serwis,wymiana filtra,HQ002,16
793,2022-04-04 00:28:50,Ogolne_Linia,dokładanie komponentów,srub,2
794,2022-04-04 00:45:52,Awaria,stacja 60 - cell 1,"clear error, nie widzi adapterow",10
795,2022-04-04 03:22:38,Awaria,stacja 30 - montaż silnika,"3 raz za 5 godzin pracy nie pokazuje serijny nomer motoru, muszimy sciagac  paletki i pusczac reworki",7
796,2022-04-04 03:43:35,Awaria,stacja 60 - cell 1,"pusczanie OMPW , praca na cell1",2 godz17m
797,2022-04-04 03:45:55,Awaria,stacja 60 - cell 2,"zawieszenie motora w stancji , OMPW, czysczenie blendow ",5
798,2022-04-04 03:50:01,Awaria,stacja 50 - test szczelności,zawieszenie motora w  lapie ,3
799,2022-04-04 04:00:46,Awaria,stacja 60 - cell 2,"zawieszenie motora w stancji , OMPW, czysczenie blendow",5
800,2022-04-04 04:12:39,Awaria,stacja 60 - cell 2,"zawieszenie motora w stancji , OMPW, czysczenie blendow",5
801,2022-04-04 04:12:55,Ogolne_Linia,,sciaganie zlecenia z linii i pusczanie nowego,11
802,2022-04-04 15:03:08,,,,
803,2022-04-04 15:03:08,,,,
804,2022-04-04 22:05:58,Szkolenie_Spotkanie,szkolenie,1 operatora ,8 godzin
805,2022-04-04 22:54:44,Awaria,stacja 60 - KUKA,"zawieszenie robota, czysczenie bledow",9
806,2022-04-05 00:41:18,Awaria,stacja 60 - cell 2,"wyskoczyli blendy, clear error",8
807,2022-04-05 01:15:19,Awaria,stacja 60 - cell 1,"znow wyskoczyl blend , nie krenczy walek w stancjii. Clear error. ",6
808,2022-04-05 01:21:08,Awaria,stacja 60 - cell 2,potrzebno zrobic kalibracje. Oczekiwanie na DUR,1 godz8min
809,2022-04-05 02:13:27,Ogolne_Linia,,"Praca na cell 1 , poki czekamy na duru",19
810,2022-04-05 02:26:40,Awaria,stacja 60 - cell 1,"znow wyskoczyl blend , nie krenczy walek w stancjii. Clear error. ",5
811,2022-04-05 02:33:22,Awaria,stacja 60 - cell 2,Kalibracja,31
812,2022-04-05 04:50:21,Awaria,stacja 20 - praska,korpus utknal w stancji,3
813,2022-04-05 06:07:16,Ogolne_Linia,dokładanie komponentów,śrub przez magazyniera,2
814,2022-04-05 06:42:00,Awaria,stacja 20 - praska,zawieszenie korpusa przy zaprasowaniu teflona,3
815,2022-04-05 07:31:24,Awaria,stacja 20 - praska,zawieszenie korpusa przy zaprasowaniu teflona 5 raz,12
816,2022-04-05 08:46:19,Awaria,stacja 10 - załadunek paletki,problematyczny pomiar cardana 11184806,5
817,2022-04-05 10:25:00,Szkolenie_Spotkanie,spotkanie z koordynatorem,Zapoznanie z nowymi informacjami na linii,25
818,2022-04-05 10:35:02,Przegląd_Serwis,praca technologa,,12
819,2022-04-05 11:59:38,Awaria,stacja 50 - test szczelności,przedłużony test.Technolodzy na linii,6
820,2022-04-05 12:42:39,Awaria,stacja 50 - test szczelności,przedłużony test,3
821,2022-04-05 13:37:22,Awaria,stacja 50 - test szczelności,przedłużony test,3
822,2022-04-05 13:48:29,Ogolne_Linia,dodatkowa przerwa,dla jednego operatora,10
823,2022-04-05 15:00:03,Szkolenie_Spotkanie,,spotkanie z kierownikom,15
824,2022-04-05 14:25:51,Przegląd_Serwis,praca technologa,praca tehnologa na st.50,45
825,2022-04-05 15:00:19,Przegląd_Serwis,praca technologa,praca tehnologa na st.50,60
826,2022-04-05 16:09:34,Przegląd_Serwis,praca technologa,praca tehnologa na st.50,10
827,2022-04-05 16:21:08,Ogolne_Linia,zapełnianie linii,zapełnienie linii,12
828,2022-04-05 22:00:16,Ogolne_Linia,dodatkowa przerwa,przerwa 1 operatora do 22.10,10
829,2022-04-05 22:13:25,Szkolenie_Spotkanie,szkolenie,nowego operatora,8 godz
830,2022-04-05 22:48:14,Awaria,stacja 20 - praska,korpus utknal w stancji,2
831,2022-04-06 01:25:20,IT_Problem,zawieszenie komputera,st20,2
832,2022-04-06 01:25:31,Awaria,stacja 20 - praska,utknal motor,3
833,2022-04-06 02:29:12,Awaria,stacja 20 - praska,korpus utknal w stancji,3
834,2022-04-06 02:37:12,Awaria,stacja 50 - test szczelności,OMRx125 odpadaja wszystkie motory na szczelnosc  (30 min),30
835,2022-04-06 03:37:05,Ogolne_Linia,,zablokowana paletka,2
836,2022-04-06 07:21:09,Awaria,stacja 10 - załadunek paletki,probłematyczny pomiar cardana 11184806,6
837,2022-04-06 08:12:07,Awaria,stacja 10 - załadunek paletki,probłematyczny pomiar cardana 11184806,5
838,2022-04-06 08:59:51,Awaria,stacja 50 - test szczelności,"odad motorow ompx32, ale motory szczelni",15
839,2022-04-06 10:18:46,Awaria,stacja 20 - praska,zawieszenie sysyemy wizijnego,40
840,2022-04-06 11:17:24,Awaria,stacja 20 - praska,zawieszenie sysyemy wizijnego,40
841,2022-04-06 11:56:57,Awaria,stacja 60 - cell 1,zabłokowany motor w st.hydraulicznej.Error Log,4
842,2022-04-06 12:29:53,Awaria,stacja 10 - załadunek paletki,problematyczny test wizijny gear set 11112012,5
843,2022-04-06 12:53:48,Awaria,stacja 60 - cell 1,zabłokowany motor w st.hydraulicznej.Error Log,5
844,2022-04-06 14:15:49,Awaria,,"awaria praski S-SPRING,praca tehnologa",20
845,2022-04-06 14:25:57,Szkolenie_Spotkanie,,szkolenie z montażu speed sensora,10
846,2022-04-06 17:12:19,Ogolne_Linia,,montaż motorów ze speed sensorem  od god.14-10 do god.17-12,0
847,2022-04-06 21:56:21,Szkolenie_Spotkanie,szkolenie,szkolenie nowej osoby na gear setach,8 godz.
848,2022-04-06 22:59:09,IT_Problem,zawieszenie komputera,zawieszenie komputera na st. 20,3
849,2022-04-07 03:40:54,Jakość,duży odpad,na kierunek ...o 23 godzinie,60
850,2022-04-07 03:41:34,Ogolne_Linia,,wymiana cover filma,3
851,2022-04-07 06:29:17,Awaria,stacja 80 - dokręcanie korków,kolizja na st.80 Korek trafił pod płatformę paletki.,8
852,2022-04-07 06:42:35,Przegląd_Serwis,interwencja DUR,,5
853,2022-04-07 10:22:04,Przegląd_Serwis,praca technologa,do 11:55,40
854,2022-04-07 12:03:30,Jakość,wadliwy komponent,oczekiwanie na nowy komponent,18
855,2022-04-07 12:25:39,Ogolne_Linia,rework motoru,17 szt,14
856,2022-04-07 12:43:55,Awaria,stacja 60 - cell 2,brak odpowiedniego adaptera w st.hydraulicznej,5
857,2022-04-07 13:08:09,Awaria,stacja 10 - załadunek paletki,problematyczny test wizijny OMPW,5
858,2022-04-07 13:24:35,Ogolne_Linia,dokładanie komponentów,łożysk do praski,8
859,2022-04-07 14:40:49,Jakość,duży odpad,duży odpad motorów ,25
860,2022-04-07 14:44:37,Ogolne_Linia,rework motoru,rework 5 motorów,10
861,2022-04-07 14:52:20,Awaria,stacja 60 - KUKA,zawieszenie KUKI ,10
862,2022-04-07 15:10:22,Jakość,duży odpad,"duży odpad motorów  na kierunek, obroty",12
863,2022-04-07 15:18:26,Przegląd_Serwis,praca technologa,"praca tehnologa na CEEL 1,2",40
864,2022-04-07 16:07:16,Przegląd_Serwis,praca technologa,"praca tehnologa na CEEL 1,2",20
865,2022-04-07 16:19:03,Jakość,duży odpad,"wymiana wkladów  na st.napraw,ponownie testy",20
866,2022-04-07 16:50:01,Jakość,duży odpad,problem z testówaniem motorów OMPW  X100N,20
867,2022-04-07 17:30:54,Jakość,duży odpad,"PROBLEM z testówaniem motorów OMPW  X100N,wymiana walków,wkladow",40
868,2022-04-07 20:24:37,Awaria,stacja 60 - KUKA,zawieszenie KUKI ,8
869,2022-04-07 20:42:08,Awaria,stacja 60 - KUKA,"zawieszenie KUKI,OCZEKIWANIE NA DUR",12
870,2022-04-07 20:54:14,Ogolne_Linia,,kuku  naprawil operator o god.20-55,15
871,2022-04-07 22:00:10,Szkolenie_Spotkanie,szkolenie,szkolenie nowej osoby na gear setach,8 godz.
872,2022-04-07 22:15:06,IT_Problem,zawieszenie komputera,"nie mozemy zajsc w program Standartization 3, przez to nie mozemy rozblokowac palete i puscic zlecenie",
873,2022-04-07 22:20:16,Awaria,,"nie krenczy walek w stancji, uszkodzony adapter",15
874,2022-04-08 17:23:34,Przegląd_Serwis,wymiana papieru w drukarce,"brak nośnika w drukarce,wymiana",17
875,2022-04-08 18:59:25,Przegląd_Serwis,wymiana papieru w drukarce,wymiama etyketa,12
876,2022-04-08 19:58:23,Ogolne_Linia,rework motoru,rework,2
877,2022-04-08 21:39:36,Ogolne_Linia,dodatkowa przerwa,przerwa 4 operatorów od god.21-50,10
878,2022-04-08 22:07:54,Ogolne_Linia,rework motoru,przerwa 4 operatorów do god.22-10,10
879,2022-04-11 06:44:17,Ogolne_Linia,zapełnianie linii,zablokówany motory na calą linie,5
880,2022-04-11 06:53:57,Ogolne_Linia,,"zawieszenie st.20 ,2 razy",7
881,2022-04-11 09:14:05,Ogolne_Linia,,liczenie czasów od 11 50 do 13 35,105
882,2022-04-11 12:59:56,Ogolne_Linia,,,
883,2022-04-11 14:02:08,Szkolenie_Spotkanie,szkolenie,nowego operatora ,8 godz.
884,2022-04-11 15:40:32,Przegląd_Serwis,,mierzenie czasu,90
885,2022-04-11 18:58:03,Awaria,stacja 20 - praska,korpus utknal w stancji,4
886,2022-04-11 18:59:56,IT_Problem,zawieszenie komputera,zawieszenie komputera na st. 20,2
887,2022-04-11 19:53:04,IT_Problem,zawieszenie komputera,zawieszenie komputera na st. 40,2
888,2022-04-11 20:33:29,Ogolne_Linia,,zaczali robic zlecenie z ger setem 11112012 *problemny* nowyj operator sie uczy jego wkladac,
889,2022-04-12 00:07:57,Awaria,stacja 60 - cell 2,"zabłokowany motor w cell 2, error log",6
890,2022-04-12 00:30:29,Awaria,stacja 60 - KUKA,"zawieszenie robota przy odkładaniu motora na st.napraw razem z adapterem, oczekiwanie na DUR",30
891,2022-04-12 01:02:41,Awaria,stacja 60 - KUKA,oczekiwanie na DUR,40
892,2022-04-12 02:01:56,Awaria,stacja 60 - KUKA,oczekiwanie na DUR,30
893,2022-04-12 02:30:07,Przegląd_Serwis,interwencja DUR,kalibracja cella 1,30
894,2022-04-12 04:45:11,Awaria,stacja 20 - praska, pompa bez przerwy pompuję powietrze do wiadra ze smarem.,1
895,2022-04-12 05:04:00,Przegląd_Serwis,interwencja DUR,do pompy smaru,5
896,2022-04-12 09:19:38,IT_Problem,zawieszenie komputera,restart komputera na st.20,2
897,2022-04-12 11:05:33,Jakość,duży odpad,kierunek,
898,2022-04-12 11:42:45,Ogolne_Linia,,mierzenie czasów cyklu,90
899,2022-04-12 11:57:42,Awaria,stacja 60 - cell 1,duży odpad na kierunek / przez st,15
900,2022-04-12 11:59:30,Awaria,,odpad na obroty,15
901,2022-04-12 14:00:30,Szkolenie_Spotkanie,szkolenie,nowej osoby,8 godz.
902,2022-04-12 14:32:35,Awaria,stacja 20 - praska,korpus utknal w stancji,2
903,2022-04-12 15:52:26,Jakość,duży odpad,dreny,60
904,2022-04-12 18:03:15,Ogolne_Linia,,"malowanie podlogi,operatory na pakowaniu",30
905,2022-04-12 19:55:57,Awaria,stacja 20 - praska,korpus utknal w stancji,2
906,2022-04-12 21:12:04,Awaria,stacja 20 - praska,zablokowana paletka,5
907,2022-04-12 22:05:18,Awaria,stacja 20 - praska,awaria pompy smaru z poprzedniej zmiany,1
908,2022-04-12 22:31:18,Przegląd_Serwis,interwencja DUR,do  pompy smaru,10
909,2022-04-13 00:21:45,Szkolenie_Spotkanie,spotkanie z koordynatorem,reklamacja z etikiet varianta,5
910,2022-04-13 03:57:29,Awaria,stacja 20 - praska,zawieszenie korpusa przy zaprasowaniu teflonu,2
911,2022-04-13 04:57:23,Awaria,stacja 20 - praska,bez przerwy pompuję powietrze do wiadra ze smarem,1
912,2022-04-13 05:08:03,Przegląd_Serwis,interwencja DUR,do  pompy smaru,6
913,2022-04-13 05:55:18,Awaria,stacja 20 - praska,awaria pompy smaru z poprzedniej zmiany o 22:00,1
914,2022-04-13 05:56:16,Szkolenie_Spotkanie,spotkanie z koordynatorem,reklamacja o 00:15,3
915,2022-04-13 05:56:50,Awaria,stacja 20 - praska,awaria pompy smaru o 05:00,1
916,2022-04-13 05:57:27,Przegląd_Serwis,interwencja DUR,do pompy smaru o 05:10,6
917,2022-04-13 05:58:03,Ogolne_Linia,,nie udało się zapisać raportu na koniec zmiany w PDF,1
918,2022-04-13 06:12:45,Awaria,,brak statusu motora,10
919,2022-04-13 06:30:28,IT_Problem,,"brak statusu motorów,oczekiwanie na tehnologa",110
920,2022-04-13 08:00:03,IT_Problem,,"brak statusu motorów, praca tehnologa",20
921,2022-04-13 10:58:11,Ogolne_Linia,rework motoru,rework 2 motorów,8
922,2022-04-13 13:39:29,IT_Problem,zawieszenie komputera,zawieszenie komputera na st.20,10
923,2022-04-13 14:02:25,Szkolenie_Spotkanie,szkolenie,nowego operatora,8 godz.
924,2022-04-13 14:54:13,Przegląd_Serwis,wymiana filtra,"dolewaja olej w glawnym zbiorniku, wymiana filtru HG003",25
925,2022-04-13 14:58:59,Ogolne_Linia,,rozgrzewanie stancij gidraul.,5
926,2022-04-13 16:24:26,Oczekwianie,brakujący komponent,brak gear seta,3
927,2022-04-13 14:58:52,,,,
928,2022-04-13 16:54:55,Awaria,stacja 40 - montaż śrub,zablokowana paletka,2
929,2022-04-13 17:18:47,Jakość,duży odpad,odpadlo na obroty 6 st.  gear setów 151-1126,40
930,2022-04-13 19:14:24,Przegląd_Serwis,wymiana papieru w drukarce,wymiana cover filmu,4
931,2022-04-13 19:21:34,Oczekwianie,brakujący komponent,oczekiwanie na gier set,5
932,2022-04-13 20:03:53,Awaria,stacja 20 - praska,utknal korpus,5
933,2022-04-13 21:57:35,Awaria,stacja 20 - praska,awaria pompy smaru zostawiona z poprzedniej zmiany.Bez przerwy pompuję powietrze do wiadra ze smarem,1
934,2022-04-13 22:28:51,Przegląd_Serwis,interwencja DUR,"do pompy.Został doprowadzony do pompy jeszcze jeden wężyk który dociska smar.Przy ponownemu pompowaniu powietrza do wiadra, trzeba otworzyć  niebieski wentel na chwile i potem ponownie zamknąć.",15
935,2022-04-13 23:19:43,Ogolne_Linia,,poprawki z pakowania st. Napraw,1
936,2022-04-13 23:39:35,Awaria,stacja 20 - praska,zabłokowany  korpus na trzpieniu przy zaprasowaniu teflonu.Użyto ściągacza.,5
937,2022-04-14 00:30:08,Szkolenie_Spotkanie,spotkanie z koordynatorem,zapoznanie się z reklamacjiami,5
938,2022-04-14 02:57:48,Awaria,stacja 20 - praska,nadmiarowy wyciek smaru,1
939,2022-04-14 03:15:22,Przegląd_Serwis,interwencja DUR,brak podania smaru.ręczne smarowanie,12
940,2022-04-14 04:05:17,Awaria,stacja 20 - praska,Ręczne smarowanie teflonu do 4:38,5
941,2022-04-14 07:06:12,Awaria,stacja 20 - praska,nadmirowy wyćek smaru,1
942,2022-04-14 14:21:15,Szkolenie_Spotkanie,,spotkanie z liderem,5
943,2022-04-14 14:21:35,Awaria,,nie dzialala myszka i byla zablokowana paletka nie mogli rozblokowac,17
944,2022-04-14 14:23:47,IT_Problem,zawieszenie komputera,st20,3
945,2022-04-14 15:52:07,Szkolenie_Spotkanie,trening operatora,,8 godzin
946,2022-04-14 22:23:17,Przegląd_Serwis,wymiana papieru w drukarce,wymiana etykiet,10
947,2022-04-15 02:08:05,Awaria,stacja 20 - praska,"zawieszenie monitora, restart. Zabłokowany korpus na trzpieniu 
przy zaprasowaniu teflonu",1
948,2022-04-19 05:58:58,Szkolenie_Spotkanie,szkolenie,nowej osoby,8 godz.
949,2022-04-19 06:04:48,IT_Problem,,"nie ma internetu, nie mozemy zapusczic aplikacje Maximo, Barcode generator  ",1 god 40 min
950,2022-04-19 06:06:36,Awaria,stacja 50 - test szczelności,"nie ma powietrza, wszystkie motory odpadaja na zero",10
951,2022-04-19 06:14:19,Awaria,stacja 70 - stacja napraw,paletki nie jiede,7
952,2022-04-19 06:27:31,Awaria,stacja 70 - stacja napraw,nie dziala ATEQ,3 godz 2min
953,2022-04-19 06:30:40,Awaria,stacja 60 - KUKA,"robot nie odbiera silniki z linii, blend ""waiting for ATC to give rewokline  OK to load""  ",70
954,2022-04-19 08:25:16,Ogolne_Linia,rework motoru,10 szt,20
955,2022-04-19 10:24:02,Awaria,stacja 20 - praska,korpus utknal w stancji,2
956,2022-04-19 10:44:39,Oczekwianie,brakujący komponent,"oczekiwanie na material, dlugo niue bylo WRC listy",60
957,2022-04-19 13:19:43,Awaria,stacja 60 - cell 2,"wyskonczyl blend, clear error",8
958,2022-04-19 13:39:02,Ogolne_Linia,,"dzwonilismy do DBS, czekalismy 30 minut, nikt nie przyszedl. Dzwonilismy drugij raz ",35
959,2022-04-19 15:13:25,Ogolne_Linia,,drukuwanie poprawek etiket z pakowania,2
960,2022-04-19 16:56:44,Awaria,stacja 20 - praska,"zabłokowany korpus na trzpieniu 
przy zaprasowaniu teflonu",3
961,2022-04-19 19:13:24,Awaria,stacja 60 - cell 2,"przedłużony czas testu od 14:00.Wykonany telefon do Houghton zeby sprawdzili czy prawidłowo działa filtr zewnęrzny podłączony do głównego zbiornika.Po interwencji Houghton,okazało się że ten filtr był wyłączony.",8 godz.
962,2022-04-19 20:07:15,Awaria,stacja 20 - praska,"zabłokowany korpus na trzpieniu przy zaprasowaniu teflonu, 2 razy",5
963,2022-04-19 20:33:24,Awaria,stacja 60 - cell 1,zabłokowany motor w st.czyszczenie błędów,7
964,2022-04-19 21:51:31,Ogolne_Linia,dodatkowa przerwa,dla dwóch operatoów,10
965,2022-04-19 22:54:21,Awaria,stacja 60 - cell 2,motor zablokówany w CELL 2,6
966,2022-04-19 23:14:11,Awaria,stacja 60 - cell 2,motor po naprawe zablokówany w cell,8
967,2022-04-20 04:51:55,Awaria,stacja 60 - KUKA,zawieszenie KUKI,10
968,2022-04-20 05:21:41,Ogolne_Linia,,"przez  8 god.,przedłużony czas testy hidrawlicznego",
969,2022-04-20 06:01:18,Szkolenie_Spotkanie,szkolenie,szkolenie nowego operatora,8h
970,2022-04-20 06:23:09,Ogolne_Linia,,przedluzony test gidrauliczny,8h
971,2022-04-20 08:01:34,Awaria,stacja 20 - praska,utknal korpus w stncji,3
972,2022-04-20 08:27:19,Awaria,stacja 20 - praska,"utknal korpus w stancji, za pierwszy 2,5 godz. pracy to bylo 5 raz",8
973,2022-04-20 08:35:25,IT_Problem,zawieszenie komputera,na st.20,4
974,2022-04-20 10:23:25,Oczekwianie,brakujący komponent,na material,17
975,2022-04-20 13:07:28,Awaria,stacja 70 - stacja napraw,"KUKA nie odbiera motory z stancji, bo nie widzi serijny numer",8
976,2022-04-20 13:22:02,Awaria,stacja 60 - KUKA,zawieszenie robota ,15
977,2022-04-20 15:02:22,Oczekiwanie,,brak komponentów do zlecenia przygotowanego na poprzedniej zmianie.11184811-52 szt.,24
978,2022-04-20 15:27:14,Ogolne_Linia,zapełnianie linii,,8
979,2022-04-20 16:27:43,Ogolne_Linia,,"drukuwanie poprawek etiket z 
pakowania",1
980,2022-04-20 18:30:43,Awaria,stacja 60 - cell 2,wszystkie motory 11185636 odpadają na moment obrotowy w lewo. Praca tylko na cell1 od 18:15 do,30
981,2022-04-20 18:55:14,IT_Problem,,Brak możliwośći zalogowania się do aplikacji na st.20,1
982,2022-04-20 20:03:21,Oczekwianie,,brak materiału do przygotowania złeceń,2 godz
983,2022-04-21 10:36:50,Oczekiwanie,,brak materialu,4h30min
984,2022-04-21 10:37:14,Szkolenie_Spotkanie,szkolenie,nowego operatora,3h30min
985,2022-04-21 10:42:10,Awaria,stacja 10 - załadunek paletki,urwala sie tasmia linii,2h
986,2022-04-21 13:07:17,Awaria,stacja 60 - cell 1,"wyskoczyl blend, clear error",7
987,2022-04-21 13:14:52,Ogolne_Linia,,praca tylko na cell2,45min
988,2022-04-21 13:25:31,Jakość,duży odpad,odpada na sczelnosc i obotory,45
989,2022-04-21 15:53:58,Awaria,stacja 60 - cell 1,od 14:00 praca na Cell2 OMPWx100N,30
990,2022-04-21 15:54:43,Awaria,,o 14:44 spadło ciśnienie i wszystkie stopery od st.41 odpuśćili paletki.Czyszczenie linii,10
991,2022-04-21 15:56:40,Awaria,stacja 60 - cell 1,praca na Cell2 OMPWx100N,30
992,2022-04-21 15:57:11,Jakość,duży odpad,na obroty OMPWx100N,5
993,2022-04-21 16:05:02,Awaria,stacja 60 - cell 1,praca na Cell2 OMPWx100N,35
994,2022-04-21 16:59:26,Awaria,stacja 20 - praska,motor błokuje się na trzpieniu przy zaprasowaniu wałka z łożyśkiem,5
995,2022-04-21 17:02:10,Awaria,stacja 60 - cell 1,"praca na Cell2 OMPWx100,250N do 17:40",20
996,2022-04-21 18:34:09,Ogolne_Linia,,Przedłużony test czystośći na Cell2 od 14:00-22:00,8godz.
997,2022-04-21 19:46:34,Szkolenie_Spotkanie,spotkanie z koordynatorem,nowe instrukcij na praske z SMC2 i pakowanie motorow,5
998,2022-04-21 21:47:23,Awaria,stacja 60 - cell 2,"odpad motorow na moment start              -0,0. Potrzebuje kalibracij stacij",10
999,2022-04-22 01:58:41,Ogolne_Linia,,praca na SMC2 OD 22-00-2-00,4god.
1000,2022-04-22 05:57:45,Szkolenie_Spotkanie,szkolenie,nowej osoby,8 godz.
1001,2022-04-22 07:18:23,Ogolne_Linia,,przedluzony test gidrauliczny,8h
1002,2022-04-22 10:45:15,Awaria,stacja 30 - montaż silnika,"czujnik nie widzi serijny numer , poki nie podjedzie druga paletka i podjedza za blizko, tak dzieje pary raz dziennie",8h
1003,2022-04-22 11:12:35,Awaria,stacja 20 - praska,utknal korpus w stancji,5
1004,2022-04-22 13:04:14,Awaria,stacja 60 - cell 1,"wyskoczyly blendy , naprawa z pomoca technologa",20
1005,2022-04-22 13:25:16,Awaria,stacja 60 - cell 2,zlom adapteru. Wymiana na nowy,5
1006,2022-04-22 13:58:18,Szkolenie_Spotkanie,spotkanie z koordynatorem,z liderem,5
1007,2022-04-22 14:02:29,Szkolenie_Spotkanie,spotkanie z koordynatorem,z liderem,10
1008,2022-04-22 15:01:12,Przegląd_Serwis,,mierzenie czasu na st.40 i st.41,1
1009,2022-04-22 15:37:17,Awaria,stacja 20 - praska,łapa krzywo pobiera korpus,20
1010,2022-04-22 15:57:34,Przegląd_Serwis,praca technologa,,60
1011,2022-04-22 16:58:36,Oczekwianie,,na DUR,60
1012,2022-04-22 18:02:28,Oczekwianie,,na DUR do 19:30,60
1013,2022-04-22 19:35:58,Przegląd_Serwis,interwencja DUR,,15
1014,2022-04-22 19:56:38,Awaria,stacja 20 - praska,łapa nie oddaje motor,7
1015,2022-04-22 20:03:06,Przegląd_Serwis,interwencja DUR,,57
1016,2022-04-22 21:00:42,Przegląd_Serwis,interwencja DUR,,60
1017,2022-04-22 22:04:56,Awaria,stacja 20 - praska,awaria do 6-00,8
1018,2022-04-26 14:35:07,Awaria,stacja 50 - test szczelności,awaria po 1 zmiene od god.14,5
1019,2022-04-26 14:36:16,Przegląd_Serwis,interwencja DUR,praca DUR od god. 14-05,55
1020,2022-04-26 15:10:26,Ogolne_Linia,rework motoru,"rework 12 motorów,interwencija DUR",22
1021,2022-04-26 16:45:59,Awaria,stacja 50 - test szczelności,"wszystkie motory odpadają na szcelność,oczekiwanie na DUR",15
1022,2022-04-26 17:03:22,Awaria,stacja 50 - test szczelności,oczekiwanie na DUR,22
1023,2022-04-26 17:23:46,Przegląd_Serwis,interwencja DUR,praca DUR ,37
1024,2022-04-26 18:02:35,Przegląd_Serwis,interwencja DUR,PRACA DUR,10
1025,2022-04-26 21:46:03,Jakość,duży odpad,DUŻY odpad motorów na obroty,9
1026,2022-04-26 22:00:49,Szkolenie_Spotkanie,szkolenie,nowej osoby,8 godz.
1027,2022-04-26 22:37:42,Jakość,duży odpad,na szczelnosc,5h
1028,2022-04-26 23:18:12,Awaria,stacja 60 - cell 2,"blad ""Endport motor detected collision""",5
1029,2022-04-27 00:55:52,Awaria,stacja 20 - praska,korpus utknal w stancji,4
1030,2022-04-27 00:56:13,IT_Problem,zawieszenie komputera,na st. 20,2
1031,2022-04-27 02:49:55,Jakość,duży odpad,kazda sztuka otpada na szczelnosc,3h
1032,2022-04-27 05:36:09,Awaria,stacja 60 - cell 2,"wyckoczyl blend , clear error",10
1033,2022-04-27 06:06:34,Awaria,stacja 60 - KUKA,"zawieszenie na st.70, oczekiwanie na DUR",52
1034,2022-04-27 06:52:38,Przegląd_Serwis,interwencja DUR,,8
1035,2022-04-27 10:33:48,Awaria,stacja 40 - montaż śrub,"zawieszenie monitora, restart",2
1036,2022-04-27 11:54:46,Ogolne_Linia,,Nagranie filmowe pracy linii,10
1037,2022-04-27 12:12:17,Awaria,stacja 50 - test szczelności,"duży odpad do 14:00, oczekiwanie na DUR",1
1038,2022-04-27 14:09:43,Jakość,duży odpad,"duży odpad motorów  na szcelność,oczekiwanie na DUR",30
1039,2022-04-27 14:39:46,Przegląd_Serwis,interwencja DUR,interwencija DUR od 14-30,30
1040,2022-04-27 15:03:35,Przegląd_Serwis,interwencja DUR,,60
1041,2022-04-27 16:01:01,Przegląd_Serwis,interwencja DUR,,16
1042,2022-04-27 19:12:27,Awaria,stacja 60 - KUKA,zawieszenie KUKI,8
1043,2022-04-27 20:00:17,Awaria,stacja 41 - dokręcanie śrub,oczekiwanie na DUR,5
1044,2022-04-27 20:06:01,Przegląd_Serwis,interwencja DUR,Z NAPRAWY ST.41,20
1045,2022-04-27 21:47:21,Ogolne_Linia,dodatkowa przerwa,przerwa 1 operatora,10
1046,2022-04-27 21:54:10,Szkolenie_Spotkanie,szkolenie,nowej osoby,8 godz.
1047,2022-04-27 21:54:59,Ogolne_Linia,dodatkowa przerwa,przerwa jednego operatora do 22:10,10
